id,name,first_name,last_name,team,team_name,team_short_name,team_id,position,positions,default_pos_id,pos_ids,pos_ids_no_flex,status,injury_status,rank,short_name,url_name,headshot_url,upcoming_event_status,table_rank,owner_team,owner_tooltip,owner_team_id,next_opponent_raw,next_opponent,next_opponent_is_away,next_kickoff,next_event_id,season_points,fppg_value,percent_owned,percent_started,percent_started_delta
03rzp,Antonee Robinson,,,FUL,Fulham,FUL,110063,D,D,703,703,703,,,237,A. Robinson,antonee-robinson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,2,237,abkz&jbg,SO - abeokez & Jebongo,zl30kai7mdbz3nyb,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,116.25,7.75,86%,+9%,1.0
06y4g,Antoni Milambo,,,BRF,Brentford,BRF,110237,M,M,702,702,702,5,,475,A. Milambo,antoni-milambo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,475,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,2,2,1%,0%,
06r6s,Antonin Kinsky,,,TOT,Tottenham Hotspur,TOT,110160,G,G,704,704,704,5,,694,A. Kinsky,antonin-kinsky,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,2,694,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,1%,0%,
06xzh,Antonito Cordero,,,NEW,Newcastle United,NEW,110101,F,F,701,701,701,5,,586,A. Cordero,antonito-cordero,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,586,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,0,0,0%,0%,
0649i,Antony,,,MUN,Manchester United,MUN,110090,M,M,701,702,702,5,,903,Antony,antony-matheus-dos-santos,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,903,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,0,0,0%,0%,
06uzy,Ao Tanaka,,,LEE,Leeds United,LEE,110261,M,M,702,702,702,5,,325,A. Tanaka,ao-tanaka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,325,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,68.25,3.25,3%,0%,
05y7c,Archie Gray,,,TOT,Tottenham Hotspur,TOT,110160,M,M,702,702,702,,,269,A. Gray,archie-gray,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,2,269,KFC,SO - KFC,fz9hqearmdeh5ru5,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,91.25,4.35,13%,+7%,1.0
0700q,Archie Whitehall,,,NOT,Nottingham Forest,NOT,110105,M,M,702,702,702,5,,880,A. Whitehall,archie-whitehall,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,880,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,0,0,0%,0%,
05gvx,Armando Broja,,,BUR,Burnley,BUR,110223,F,F,701,701,701,5,,348,A. Broja,armando-broja,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,348,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,56.5,2.83,2%,0%,
06v04,Armin Pécsi,,,LIV,Liverpool,LIV,110070,G,G,704,704,704,5,,797,A. Pécsi,armin-pecsi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,797,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
0703h,Arnaud Kalimuendo,,,NOT,Nottingham Forest,NOT,110105,F,F,701,701,701,5,,454,A. Kalimuendo,arnaud-kalimuendo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,454,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,6.75,0.75,0%,0%,
045yy,Arthur Masuaku,,,SUN,Sunderland,SUN,110141,D,D,703,703,703,5,,452,A. Masuaku,arthur-masuaku,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,452,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,7.5,2.5,0%,0%,
06nvc,Asher Agbinone,,,CRY,Crystal Palace,CRY,110045,M,M,702,702,702,5,,506,A. Agbinone,asher-agbinone,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,506,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
03dxr,Ashley Barnes,,,BUR,Burnley,BUR,110223,F,F,701,701,701,5,,464,A. Barnes,ashley-barnes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,464,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,3.5,0.58,0%,0%,
06ew2,Axel Disasi,,,WHU,West Ham United,WHU,110175,D,D,703,703,703,5,,370,A. Disasi,axel-disasi,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,2,370,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,42.25,6.04,7%,0%,
03xrs,Axel Tuanzebe,,,BUR,Burnley,BUR,110223,D,D,703,703,703,5,,364,A. Tuanzebe,axel-tuanzebe,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,364,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,45.75,4.16,1%,0%,
06kqy,Ayden Heaven,,,MUN,Manchester United,MUN,110090,D,D,703,703,703,5,,362,A. Heaven,ayden-heaven,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,362,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,46.5,3.32,1%,0%,
0700u,Bafode Diakité,,,BOU,Bournemouth,BOU,110034,D,D,703,703,703,5,,284,B. Diakité,bafode-diakite,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,284,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,85.25,4.74,6%,0%,
06cmu,Bart Verbruggen,,,BHA,Brighton,BHA,110240,G,G,704,704,704,,,82,B. Verbruggen,bart-verbruggen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,2,82,COLO,SO - LOS VOODOO FRESCOS,jodcscoumdltspiq,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,227.5,7.34,43%,+4%,1.0
066sh,Bashir Humphreys,,,BUR,Burnley,BUR,110223,D,D,703,703,703,5,,296,B. Humphreys,bashir-humphreys,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,2,296,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,81.5,5.43,1%,0%,
06prw,Ben Broggio,,,AVL,Aston Villa,AVL,110011,M,M,702,702,702,5,,557,B. Broggio,ben-broggio,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,557,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
072h8,Ben Casey,,,CRY,Crystal Palace,CRY,110045,F,F,701,701,701,5,,570,B. Casey,ben-casey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,570,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
03v6t,Ben Chilwell,,,CHE,Chelsea,CHE,110040,D,D,703,703,703,5,,576,B. Chilwell,ben-chilwell,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,576,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,0%,0%,
02oo1,Ben Davies,,,TOT,Tottenham Hotspur,TOT,110160,D,D,703,703,703,5,,403,B. Davies,ben-davies,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,403,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,27.5,9.17,1%,0%,
066nn,Ben Doak,,,BOU,Bournemouth,BOU,110034,F,F,701,701,701,5,,444,B. Doak,ben-doak,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,444,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,9.5,1.9,1%,0%,
072dz,Ben Hammond,,,NOT,Nottingham Forest,NOT,110105,D,D,703,703,703,5,,649,B. Hammond,ben-hammond,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,649,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,0,0,0%,0%,
06v0r,Ben Middlemas,,,SUN,Sunderland,SUN,110141,M,M,702,702,702,5,,741,B. Middlemas,ben-middlemas,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,741,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,0,0,0%,0%,
04e1e,Ben White,,,ARS,Arsenal,ARS,110000,D,D,703,703,703,5,,328,B. White,ben-white,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,328,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,66.75,9.54,34%,0%,
06qwh,Ben Winterburn,,,BOU,Bournemouth,BOU,110034,M,M,702,702,702,5,,891,B. Winterburn,ben-winterburn,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,891,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
06tf6,Bendito Mantato,,,MUN,Manchester United,MUN,110090,M,M,701,702,702,5,,474,B. Mantato,bendito-mantato,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,474,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,2,2,0%,0%,
06kwh,Benjamin Arthur,,,BRF,Brentford,BRF,110237,D,D,703,703,703,5,,526,B. Arthur,benjamin-arthur,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,526,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
06zbw,Benjamin Lecomte,,,FUL,Fulham,FUL,110063,G,G,704,704,704,5,,711,B. Lecomte,benjamin-lecomte,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,711,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,0,0,0%,0%,
06zxy,Benjamin Sesko,,,MUN,Manchester United,MUN,110090,F,F,701,701,701,,,121,B. Sesko,benjamin-sesko,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,121,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,193.5,7.44,85%,-1%,-1.0
06804,Benoit Badiashile,,,CHE,Chelsea,CHE,110040,D,D,703,703,703,,,418,B. Badiashile,benoit-badiashile,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,418,COLO,SO - LOS VOODOO FRESCOS,jodcscoumdltspiq,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,20.75,2.59,1%,0%,
06c4p,Benson Manuel,,,BUR,Burnley,BUR,110223,F,F,701,701,701,5,,722,B. Manuel,benson-manuel,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,722,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,0,0,0%,0%,
04fk6,Bernardo Silva,,,MCI,Manchester City,MCI,110080,M,M,702,702,702,,,145,Bernardo Silva,bernardo-mota-veiga-de-carvalho-e-silva,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,2,145,NT 134,SO - IKanteFitMyWillian,iqt474scmdltspiq,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,167.75,5.59,82%,0%,
04qor,Bernd Leno,,,FUL,Fulham,FUL,110063,G,G,704,704,704,5,,119,B. Leno,bernd-leno,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,2,119,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,193.75,6.25,62%,+14%,1.0
035n1,Bertrand Traore,,,SUN,Sunderland,SUN,110141,M,M,701,702,702,5,,326,B. Traore,bertrand-traore,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,326,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,68,5.67,1%,0%,
06fvn,Beto,,,EVE,Everton,EVE,110050,F,F,701,701,701,,,176,Beto,norberto-bercique-gomes-betuncal,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,2,176,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,152,4.9,41%,-6%,-1.0
06v0e,Blondy Nna Noukeu,,,SUN,Sunderland,SUN,110141,G,G,704,704,704,5,,761,B. Nna Noukeu,blondy-nna-noukeu,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,761,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,0,0,0%,0%,
06yey,Borna Sosa,,,CRY,Crystal Palace,CRY,110045,D,D,703,703,703,5,,457,B. Sosa,borna-sosa,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,457,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,5.75,1.15,1%,0%,
061va,Boubacar Kamara,,,AVL,Aston Villa,AVL,110011,M,M,702,702,702,5,,203,B. Kamara,boubacar-kamara,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,203,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,132.5,7.36,8%,0%,
06r7l,Bradley Burrowes,,,AVL,Aston Villa,AVL,110011,M,M,702,702,702,5,,561,B. Burrowes,bradley-burrowes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,561,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
072iu,Braiden Graham,,,EVE,Everton,EVE,110050,F,F,701,701,701,5,,639,B. Graham,braiden-graham,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,,639,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,0,0,0%,0%,
06p5s,Brajan Gruda,,,BHA,Brighton,BHA,110240,M,M,702,702,702,5,,292,B. Gruda,brajan-gruda,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brighton_and_Hove_Albion.png,,292,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BUR<br/>Sat 7:00AM,BUR,True,Sat 7:00AM,06c7t,82,4.56,13%,0%,
072x8,Brando Bailey-Joseph,,,ARS,Arsenal,ARS,110000,F,F,701,701,701,5,,534,B. Bailey-Joseph,brando-bailey-joseph,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,,534,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,0,0,0%,0%,
04gyd,Brandon Austin,,,TOT,Tottenham Hotspur,TOT,110160,G,G,704,704,704,5,,529,B. Austin,brandon-austin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,529,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
071xf,Brandon Pouani,,,BUR,Burnley,BUR,110223,F,F,701,701,701,5,,794,B. Pouani,brandon-pouani,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,,794,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,0,0,0%,0%,
061vp,Brenden Aaronson,,,LEE,Leeds United,LEE,110261,M,M,702,702,702,5,,99,B. Aaronson,brenden-aaronson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,2,99,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,208.25,6.94,68%,-1%,-1.0
061ya,Brennan Johnson,,,CRY,Crystal Palace,CRY,110045,F,F,701,701,701,5,,268,B. Johnson,brennan-johnson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,268,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,91.5,3.39,48%,-2%,-1.0
070hc,Brian Brobbey,,,SUN,Sunderland,SUN,110141,F,F,701,701,701,5,,226,B. Brobbey,brian-brobbey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,2,226,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,123,5.12,23%,0%,
072mq,Brian Madjo,,,AVL,Aston Villa,AVL,110011,F,F,701,701,701,5,,718,B. Madjo,brian-madjo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,718,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
05gcr,Bruno Fernandes,,,MUN,Manchester United,MUN,110090,M,M,702,702,702,,,1,Bruno Fernandes,bruno-miguel-borges-fernandes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,2,1,SteveTD,SO - SteveTD,wlzsxgiymdbxd6ri,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,499.25,17.83,100%,0%,
05ylj,Bruno Guimaraes,,,NEW,Newcastle United,NEW,110101,M,M,702,702,702,,,26,Bruno Guimaraes,bruno-guimaraes-rodriguez-moura,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,2,26,KING,SO - KINGHAALAND,zi7kdf3imdcfngdl,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,292.25,12.71,96%,+3%,1.0
05uh9,Bryan Gil,,,TOT,Tottenham Hotspur,TOT,110160,F,F,701,701,701,5,,631,B. Gil,bryan-gil,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,631,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
05trb,Bryan Mbeumo,,,MUN,Manchester United,MUN,110090,F,F,701,701,701,,,36,B. Mbeumo,bryan-mbeumo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,2,36,Marosi,SO - Marosi's Mighty Magyars,rrn428q7mdlgnsen,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,273.5,10.52,100%,0%,
04y92,Bukayo Saka,,,ARS,Arsenal,ARS,110000,M,M,701,702,702,,,6,B. Saka,bukayo-saka,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,6,KFC,SO - KFC,fz9hqearmdeh5ru5,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,365,13.52,100%,0%,
06nvb,Caleb Kporha,,,CRY,Crystal Palace,CRY,110045,D,D,703,703,703,5,,702,C. Kporha,caleb-kporha,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,702,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
06nbq,Caleb Wiley,,,CHE,Chelsea,CHE,110040,D,D,703,703,703,5,,883,C. Wiley,caleb-wiley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,883,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,0%,0%,
06jgu,Callan McKenna,,,BOU,Bournemouth,BOU,110034,G,G,704,704,704,5,,730,C. McKenna,callan-mckenna,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,730,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
06qqm,Callum Bates,,,EVE,Everton,EVE,110050,M,M,702,702,702,5,,539,C. Bates,callum-bates,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,,539,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,0,0,0%,0%,
04mi4,Callum Hudson-Odoi,,,NOT,Nottingham Forest,NOT,110105,F,F,701,701,701,,,120,C. Hudson-Odoi,callum-hudson-odoi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,2,120,KFC,SO - KFC,fz9hqearmdeh5ru5,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,193.5,6.67,80%,+2%,1.0
06hcm,Callum Marshall,,,WHU,West Ham United,WHU,110175,F,F,701,701,701,5,,471,C. Marshall,callum-marshall,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,471,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,2.5,1.25,0%,0%,
06qq8,Callum Olusesi,,,TOT,Tottenham Hotspur,TOT,110160,M,M,702,702,702,5,,773,C. Olusesi,callum-olusesi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,773,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
03r8x,Callum Wilson,,,WHU,West Ham United,WHU,110175,F,F,701,701,701,5,,240,C. Wilson,callum-wilson,https://fantraximg.com/assets/images/logos/sportsteam/epl/West_Ham_United.png,,240,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,WOL<br/>Fri 12:00PM,WOL,False,Fri 12:00PM,06c4m,114.75,4.59,15%,-5%,-1.0
0554g,Calvin Bassey,,,FUL,Fulham,FUL,110063,D,D,703,703,703,5,,211,C. Bassey,calvin-bassey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,2,211,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,129.25,5.62,22%,+8%,1.0
061z5,Calvin Ramsay,,,LIV,Liverpool,LIV,110070,D,D,703,703,703,5,,802,C. Ramsay,calvin-ramsay,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,802,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
045ob,Caoimhin Kelleher,,,BRF,Brentford,BRF,110237,G,G,704,704,704,,,64,C. Kelleher,caoimhin-kelleher,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,2,64,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,242,8.07,94%,+2%,1.0
06zc1,Carey Bloedorn,,,TOT,Tottenham Hotspur,TOT,110160,G,G,704,704,704,5,,550,C. Bloedorn,carey-bloedorn,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,550,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
